Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Color,Owner_Type,Mileage_kmpl,Price_Lakh,Provider,Policy_Number,Expiry_Date,Status,Owner_Name,Contact,City,Purchase_Year,Sale_Price_Lakh,Sale_Date,Buyer_Name,Service_Type,Service_Date,Service_Cost,Service_Center
C1771,Hyundai,Ecosport,2018,Electric,Automatic,White,First,18.85,7.84,"ICICI Lombard",POL794393,2024-08-09,Active,Owner_771,"+91 9404738745",Delhi,2005,6.47,2023-09-28,Buyer_771,"Engine Repair",2023-08-29,17690,AutoCare
C1772,Toyota,Duster,2014,Hybrid,Automatic,White,First,19.47,11.77,"TATA AIG",POL144773,2024-02-04,Active,Owner_772,"+91 9288437512",Delhi,2013,23.17,2023-01-27,Buyer_772,"Brake Service",2023-04-16,12677,Pitstop
C1773,Renault,Nexon,2024,Hybrid,Automatic,Green,First,13.03,11.63,"HDFC Ergo",POL292290,2023-06-02,Expired,Owner_773,"+91 9670590597",Mumbai,2011,20.96,2023-04-14,Buyer_773,"Full Service",2023-12-07,9633,Pitstop
C1774,Hyundai,Ecosport,2024,Hybrid,Manual,Black,First,12.22,29.42,"ICICI Lombard",POL682318,2024-08-29,Expired,Owner_774,"+91 9331022939",Hyderabad,2021,20.1,2022-08-27,Buyer_774,"Full Service",2020-07-04,6433,"Speed Garage"
C1775,Volkswagen,Creta,2015,Hybrid,Automatic,Red,First,23.27,41.13,"ICICI Lombard",POL849845,2023-12-14,Expired,Owner_775,"+91 9721527424",Ahmedabad,2019,31.89,2023-01-06,Buyer_775,"Full Service",2023-12-02,13205,"Speed Garage"
C1776,Volkswagen,Swift,2024,Petrol,Automatic,Black,Second,23.75,46.94,"SBI General",POL998764,2024-04-23,Expired,Owner_776,"+91 9609275091",Bangalore,2014,32.57,2022-08-23,Buyer_776,"Battery Replacement",2021-03-12,6692,Pitstop
C1777,Volkswagen,Swift,2012,CNG,Automatic,Black,First,20.53,49.09,"TATA AIG",POL582019,2023-11-13,Expired,Owner_777,"+91 9330316608",Pune,2022,24.49,2023-10-13,Buyer_777,"Engine Repair",2023-05-18,14574,Pitstop
C1778,Tata,City,2005,CNG,Manual,Silver,First,15.35,40.73,"HDFC Ergo",POL171554,2023-12-29,Active,Owner_778,"+91 9131439564",Jaipur,2020,38.07,2023-12-26,Buyer_778,"Battery Replacement",2021-05-30,16765,"Speed Garage"
C1779,Honda,City,2007,Petrol,Automatic,Green,Fourth,24.78,36.69,"HDFC Ergo",POL156867,2023-04-27,Expired,Owner_779,"+91 9688916236",Lucknow,2008,20.71,2022-12-18,Buyer_779,"Tyre Change",2023-10-11,4738,Mechanix
C1780,Honda,Polo,2022,Petrol,Manual,Yellow,Fourth,10.1,46.39,"SBI General",POL220869,2023-07-03,Active,Owner_780,"+91 9873456340",Jaipur,2024,34.13,2023-03-28,Buyer_780,"Brake Service",2023-05-18,16834,Pitstop
C1781,Hyundai,Swift,2022,Diesel,Manual,Grey,Second,22.22,20.93,"HDFC Ergo",POL314975,2023-01-22,Active,Owner_781,"+91 9243561977",Delhi,2018,30.1,2023-08-16,Buyer_781,"Battery Replacement",2021-10-28,11649,Mechanix
C1782,Renault,XUV500,2007,Electric,Automatic,Blue,First,16.26,22.19,"Bajaj Allianz",POL135393,2023-10-28,Expired,Owner_782,"+91 9725807217",Lucknow,2022,23.68,2023-03-05,Buyer_782,"Battery Replacement",2021-01-19,16767,Mechanix
C1783,Kia,Nexon,2009,Petrol,Manual,Blue,Fourth,18.53,37.28,"Reliance General",POL861637,2024-04-21,Active,Owner_783,"+91 9807708706",Hyderabad,2006,25.61,2022-10-10,Buyer_783,"Tyre Change",2020-07-27,17611,CarZ
C1784,Ford,Swift,2005,Diesel,Automatic,Grey,First,13.63,10.26,"Bajaj Allianz",POL462358,2023-03-08,Active,Owner_784,"+91 9247974134",Ahmedabad,2015,25.8,2023-03-22,Buyer_784,"Oil Change",2021-10-29,19420,AutoCare
C1785,Renault,Duster,2013,Petrol,Manual,White,First,12.82,31.14,"ICICI Lombard",POL399097,2024-04-21,Active,Owner_785,"+91 9281342566",Lucknow,2011,48.78,2022-04-08,Buyer_785,"Oil Change",2020-01-20,8789,AutoCare
C1786,Maruti,Nexon,2023,Electric,Manual,Red,Third,11.48,39.31,"SBI General",POL687304,2023-05-13,Expired,Owner_786,"+91 9226326875",Jaipur,2012,9.31,2023-11-13,Buyer_786,"Engine Repair",2020-04-07,18251,Mechanix
C1787,Kia,Swift,2021,Diesel,Manual,White,Second,12.44,24.62,"Reliance General",POL467040,2024-01-29,Active,Owner_787,"+91 9996938335",Delhi,2024,37.5,2022-07-07,Buyer_787,"Engine Repair",2020-03-28,8059,Pitstop
C1788,Kia,Polo,2007,Electric,Automatic,Red,Fourth,11.29,46.44,"Reliance General",POL286950,2024-06-19,Active,Owner_788,"+91 9249403946",Jaipur,2018,17.21,2022-01-14,Buyer_788,"Engine Repair",2023-10-09,7977,CarZ
C1789,Honda,Creta,2008,Electric,Automatic,Red,First,17.78,40.37,"Bajaj Allianz",POL742661,2024-12-02,Active,Owner_789,"+91 9594609838",Delhi,2019,29.11,2023-01-15,Buyer_789,"Battery Replacement",2021-06-21,14446,Mechanix
C1790,Mahindra,City,2015,Electric,Automatic,Blue,Second,19.64,41.13,"TATA AIG",POL147506,2024-07-01,Expired,Owner_790,"+91 9120946065",Chennai,2018,39.5,2023-01-30,Buyer_790,"Brake Service",2022-06-06,8581,Mechanix
C1791,Maruti,Ecosport,2015,CNG,Automatic,Silver,Third,15.06,49.06,"HDFC Ergo",POL164233,2024-09-26,Expired,Owner_791,"+91 9938532807",Kolkata,2019,31.2,2023-08-08,Buyer_791,"Oil Change",2020-07-18,9286,Pitstop
C1792,Ford,Innova,2024,Petrol,Automatic,Yellow,First,23.36,40.9,"TATA AIG",POL139603,2023-03-10,Active,Owner_792,"+91 9947847873",Mumbai,2019,46.68,2022-07-10,Buyer_792,"Full Service",2023-08-30,18215,CarZ
C1793,Kia,Seltos,2011,CNG,Automatic,Blue,Second,19.03,9.48,"ICICI Lombard",POL338570,2023-03-03,Active,Owner_793,"+91 9260870043",Pune,2014,22.58,2022-01-15,Buyer_793,"Battery Replacement",2020-07-19,17598,Pitstop
C1794,Toyota,Innova,2020,Hybrid,Automatic,Blue,Third,10.39,19.83,"TATA AIG",POL238394,2024-11-19,Active,Owner_794,"+91 9228614657",Mumbai,2007,6.17,2022-09-23,Buyer_794,"Full Service",2023-03-04,16224,AutoCare
C1795,Honda,City,2022,Diesel,Automatic,Yellow,First,18.42,37.96,"Bajaj Allianz",POL252247,2023-01-06,Expired,Owner_795,"+91 9168520745",Bangalore,2016,22.04,2023-10-15,Buyer_795,"Battery Replacement",2021-10-22,14531,"Speed Garage"
C1796,Volkswagen,Innova,2013,Petrol,Automatic,Blue,First,10.44,21.8,"SBI General",POL984078,2024-02-18,Expired,Owner_796,"+91 9101319793",Pune,2008,23.7,2022-06-08,Buyer_796,"Oil Change",2022-12-05,5302,Pitstop
C1797,Maruti,Creta,2008,Diesel,Manual,Grey,Third,21.98,33.53,"TATA AIG",POL820435,2024-11-15,Expired,Owner_797,"+91 9160200097",Pune,2005,17.44,2022-01-01,Buyer_797,"Full Service",2021-05-23,19869,FastFix
C1798,Toyota,City,2012,Petrol,Manual,Silver,First,18.89,4.47,"Reliance General",POL950198,2024-06-28,Active,Owner_798,"+91 9620501286",Lucknow,2019,30.82,2022-05-10,Buyer_798,"Battery Replacement",2023-09-29,16579,CarZ
C1799,Mahindra,Swift,2011,Hybrid,Manual,Grey,Fourth,23.96,5.51,"Bajaj Allianz",POL978592,2024-01-21,Active,Owner_799,"+91 9683388852",Ahmedabad,2011,28.71,2023-01-20,Buyer_799,"Brake Service",2020-12-16,8879,FastFix
C1800,Toyota,Duster,2005,Diesel,Automatic,Silver,First,12.54,30.48,"Bajaj Allianz",POL882010,2023-12-12,Active,Owner_800,"+91 9617744013",Hyderabad,2013,19.32,2023-02-12,Buyer_800,"Engine Repair",2020-10-17,19907,AutoCare
C1801,Volkswagen,Polo,2015,Petrol,Automatic,Grey,Second,17.23,40.46,"SBI General",POL813158,2023-07-17,Expired,Owner_801,"+91 9142124502",Chennai,2012,3.42,2023-10-05,Buyer_801,"Oil Change",2020-11-01,19642,CarZ
C1802,Renault,Creta,2016,Electric,Automatic,Black,Fourth,23.55,43.93,"Reliance General",POL654432,2024-05-08,Active,Owner_802,"+91 9558422460",Jaipur,2011,5.08,2022-12-16,Buyer_802,"Oil Change",2022-09-12,10596,Pitstop
C1803,Hyundai,Duster,2015,Diesel,Manual,Silver,Fourth,15.91,8.14,"Reliance General",POL613693,2024-06-28,Active,Owner_803,"+91 9388633130",Jaipur,2023,3.27,2022-10-23,Buyer_803,"Oil Change",2023-01-10,18569,"Speed Garage"
C1804,Renault,Duster,2018,Electric,Automatic,Green,Third,13.88,41.46,"ICICI Lombard",POL514180,2024-07-19,Active,Owner_804,"+91 9963850380",Chennai,2024,33.28,2023-01-03,Buyer_804,"Oil Change",2022-08-06,14883,"Speed Garage"
C1805,Volkswagen,Nexon,2007,Diesel,Manual,Red,Fourth,18.96,12.7,"HDFC Ergo",POL505233,2024-07-04,Active,Owner_805,"+91 9712135906",Mumbai,2020,10.18,2022-08-01,Buyer_805,"Brake Service",2023-08-30,17245,Pitstop
C1806,Maruti,Ecosport,2007,Hybrid,Manual,Black,Second,13.65,4.01,"ICICI Lombard",POL591290,2024-08-09,Expired,Owner_806,"+91 9742455904",Ahmedabad,2010,41.64,2023-04-07,Buyer_806,"Battery Replacement",2021-08-16,7662,CarZ
C1807,Toyota,Seltos,2009,Diesel,Manual,Grey,Second,15.81,13.44,"SBI General",POL599088,2024-06-13,Active,Owner_807,"+91 9639225819",Mumbai,2023,30.95,2023-03-05,Buyer_807,"Tyre Change",2023-12-30,5725,Mechanix
C1808,Maruti,XUV500,2013,Diesel,Manual,Black,Second,14.6,26.82,"TATA AIG",POL284067,2023-06-01,Expired,Owner_808,"+91 9273470196",Jaipur,2023,27.01,2023-08-05,Buyer_808,"Oil Change",2023-03-14,17091,FastFix
C1809,Mahindra,Duster,2024,Petrol,Automatic,Blue,Third,10.69,21.18,"Bajaj Allianz",POL230896,2023-02-05,Expired,Owner_809,"+91 9862972222",Delhi,2020,12.12,2022-10-14,Buyer_809,"Tyre Change",2023-02-16,19784,Mechanix
C1810,Hyundai,Polo,2022,CNG,Automatic,Black,Fourth,24.55,49.91,"Bajaj Allianz",POL953364,2024-05-08,Active,Owner_810,"+91 9768006829",Mumbai,2011,26.7,2023-06-26,Buyer_810,"Full Service",2023-06-10,2131,"Speed Garage"
C1811,Ford,Nexon,2016,Diesel,Automatic,Silver,Second,11.89,43.79,"Bajaj Allianz",POL566883,2023-06-12,Active,Owner_811,"+91 9844146281",Delhi,2018,13.23,2022-03-25,Buyer_811,"Oil Change",2021-12-09,15141,"Speed Garage"
C1812,Mahindra,Swift,2020,Diesel,Automatic,Black,Second,12.14,23.18,"HDFC Ergo",POL847368,2023-07-30,Expired,Owner_812,"+91 9650528988",Pune,2008,32.35,2023-11-03,Buyer_812,"Tyre Change",2020-07-23,12620,CarZ
C1813,Tata,Nexon,2008,Petrol,Manual,Red,First,15.27,13.18,"Reliance General",POL864864,2024-12-20,Active,Owner_813,"+91 9648602619",Chennai,2023,17.42,2023-11-18,Buyer_813,"Engine Repair",2020-05-19,4577,CarZ
C1814,Ford,Ecosport,2009,Petrol,Manual,Black,First,23.11,34.32,"ICICI Lombard",POL597555,2024-07-07,Expired,Owner_814,"+91 9590186467",Ahmedabad,2005,27.45,2023-01-20,Buyer_814,"Battery Replacement",2022-06-12,9559,CarZ
C1815,Volkswagen,Polo,2006,Diesel,Automatic,White,Fourth,23.73,27.79,"HDFC Ergo",POL761857,2024-12-08,Expired,Owner_815,"+91 9623528565",Hyderabad,2005,23.91,2023-07-27,Buyer_815,"Engine Repair",2022-10-05,4132,CarZ
C1816,Ford,Nexon,2020,Hybrid,Manual,Silver,Fourth,24.09,9.21,"Bajaj Allianz",POL446076,2023-04-05,Expired,Owner_816,"+91 9893540900",Delhi,2014,31.46,2022-11-24,Buyer_816,"Tyre Change",2022-06-21,11501,AutoCare
C1817,Volkswagen,Nexon,2022,CNG,Automatic,Yellow,Second,12.12,35.82,"HDFC Ergo",POL636790,2023-07-30,Expired,Owner_817,"+91 9948507282",Mumbai,2014,47.3,2023-07-18,Buyer_817,"Tyre Change",2022-02-12,18116,"Speed Garage"
C1818,Ford,Seltos,2014,CNG,Automatic,Silver,First,10.48,11.79,"ICICI Lombard",POL665244,2024-06-20,Expired,Owner_818,"+91 9770950809",Mumbai,2006,19.99,2023-11-27,Buyer_818,"Oil Change",2022-04-13,19609,CarZ
C1819,Volkswagen,City,2014,CNG,Manual,Silver,First,13.07,22.09,"Bajaj Allianz",POL109240,2023-08-15,Active,Owner_819,"+91 9531757469",Chennai,2005,44.98,2023-09-03,Buyer_819,"Oil Change",2022-02-04,12394,FastFix
C1820,Renault,Innova,2014,Electric,Manual,Red,Second,12.58,9.55,"SBI General",POL661605,2024-07-05,Expired,Owner_820,"+91 9172110919",Mumbai,2015,32.68,2022-09-08,Buyer_820,"Full Service",2020-07-18,2546,"Speed Garage"
C1821,Kia,Polo,2020,Electric,Manual,Red,Second,12.25,43.18,"Reliance General",POL522448,2023-09-11,Active,Owner_821,"+91 9398786145",Bangalore,2020,8.28,2022-05-21,Buyer_821,"Brake Service",2023-12-31,5674,Pitstop
C1822,Mahindra,Creta,2024,CNG,Automatic,Red,Third,20.84,3.28,"HDFC Ergo",POL593719,2024-05-22,Expired,Owner_822,"+91 9303413104",Bangalore,2005,48.26,2023-10-12,Buyer_822,"Brake Service",2023-11-02,6041,Mechanix
C1823,Hyundai,City,2014,Petrol,Automatic,Red,First,19.15,33.49,"SBI General",POL645639,2024-02-26,Active,Owner_823,"+91 9514369576",Mumbai,2011,30.12,2023-07-22,Buyer_823,"Full Service",2022-01-02,12429,Mechanix
C1824,Honda,Innova,2012,Hybrid,Manual,Black,Second,21.8,34.73,"HDFC Ergo",POL175464,2023-06-08,Active,Owner_824,"+91 9305326046",Kolkata,2014,34.38,2022-04-26,Buyer_824,"Tyre Change",2020-01-21,8486,FastFix
C1825,Toyota,Ecosport,2016,Electric,Manual,Silver,Fourth,24.08,41.8,"HDFC Ergo",POL302558,2023-02-05,Active,Owner_825,"+91 9863274643",Jaipur,2006,18.52,2022-08-26,Buyer_825,"Oil Change",2023-07-08,13788,FastFix
C1826,Ford,City,2010,Petrol,Manual,Black,First,11.84,48.07,"TATA AIG",POL858545,2024-07-14,Expired,Owner_826,"+91 9189113503",Hyderabad,2024,4.69,2022-09-07,Buyer_826,"Full Service",2021-01-17,19762,CarZ
C1827,Renault,Duster,2009,Electric,Manual,Grey,Fourth,23.84,25.75,"TATA AIG",POL649834,2024-01-06,Expired,Owner_827,"+91 9982558302",Chennai,2010,8.36,2023-09-18,Buyer_827,"Full Service",2021-12-06,14296,AutoCare
C1828,Mahindra,Seltos,2014,Electric,Automatic,Yellow,Fourth,20.23,26.39,"Bajaj Allianz",POL368728,2024-09-13,Active,Owner_828,"+91 9258925107",Pune,2023,2.28,2022-08-27,Buyer_828,"Tyre Change",2023-05-11,7250,AutoCare
C1829,Honda,Seltos,2005,Diesel,Manual,White,Second,24.08,39.05,"HDFC Ergo",POL212459,2023-10-04,Expired,Owner_829,"+91 9309534850",Hyderabad,2023,15.84,2023-01-07,Buyer_829,"Battery Replacement",2020-06-27,11626,Pitstop
C1830,Tata,Swift,2021,Diesel,Manual,Silver,First,21.8,7.38,"ICICI Lombard",POL336469,2024-04-12,Active,Owner_830,"+91 9152454938",Ahmedabad,2019,13.87,2022-01-03,Buyer_830,"Full Service",2023-09-16,11589,Mechanix
C1831,Tata,Swift,2020,Diesel,Manual,Silver,Second,15.91,37.02,"HDFC Ergo",POL104995,2023-03-28,Active,Owner_831,"+91 9820458896",Pune,2016,46.88,2023-12-19,Buyer_831,"Full Service",2020-07-25,10017,FastFix
C1832,Volkswagen,Swift,2019,Hybrid,Automatic,Green,First,24.05,19.08,"Reliance General",POL982956,2024-04-27,Active,Owner_832,"+91 9967436754",Lucknow,2013,2.49,2023-01-26,Buyer_832,"Engine Repair",2021-06-16,11754,FastFix
C1833,Maruti,Swift,2005,Electric,Manual,Green,Fourth,17.86,23.29,"TATA AIG",POL479552,2023-08-19,Expired,Owner_833,"+91 9656748293",Hyderabad,2019,38.15,2022-04-10,Buyer_833,"Engine Repair",2022-09-06,7418,CarZ
C1834,Hyundai,Creta,2024,Diesel,Automatic,White,First,24.63,29.49,"TATA AIG",POL836501,2023-10-25,Expired,Owner_834,"+91 9656640149",Chennai,2010,9.75,2023-11-22,Buyer_834,"Full Service",2020-10-11,15672,AutoCare
C1835,Hyundai,Polo,2023,Diesel,Manual,Green,First,21.11,36.67,"Reliance General",POL200841,2024-06-27,Expired,Owner_835,"+91 9996610773",Mumbai,2009,2.08,2023-02-02,Buyer_835,"Engine Repair",2022-01-20,14258,"Speed Garage"
C1836,Kia,Seltos,2019,Petrol,Automatic,Grey,First,23.54,21.61,"Bajaj Allianz",POL909935,2024-09-29,Expired,Owner_836,"+91 9931081834",Lucknow,2021,38.75,2023-04-17,Buyer_836,"Oil Change",2022-09-10,4581,CarZ
C1837,Volkswagen,Ecosport,2008,Petrol,Manual,Green,First,10.78,31.94,"HDFC Ergo",POL360204,2024-09-11,Active,Owner_837,"+91 9612066043",Jaipur,2013,46.48,2022-04-02,Buyer_837,"Engine Repair",2021-02-15,16671,CarZ
C1838,Hyundai,Creta,2016,Petrol,Automatic,Red,Second,22.46,35.58,"SBI General",POL337883,2023-12-30,Expired,Owner_838,"+91 9170770448",Hyderabad,2012,27.27,2023-03-14,Buyer_838,"Tyre Change",2021-03-03,10647,FastFix
C1839,Mahindra,Seltos,2012,CNG,Manual,Blue,Second,14.97,13.7,"TATA AIG",POL587455,2023-10-26,Active,Owner_839,"+91 9633951213",Ahmedabad,2015,30.36,2023-05-13,Buyer_839,"Battery Replacement",2022-08-23,18832,CarZ
C1840,Tata,XUV500,2008,Hybrid,Automatic,Blue,First,21.5,17.3,"HDFC Ergo",POL600896,2023-11-23,Active,Owner_840,"+91 9357792936",Chennai,2005,18.54,2023-10-15,Buyer_840,"Battery Replacement",2022-12-01,4460,AutoCare
C1841,Hyundai,Duster,2023,Petrol,Manual,Green,Second,12.79,27.04,"Bajaj Allianz",POL363694,2024-02-14,Active,Owner_841,"+91 9783851110",Jaipur,2005,14.49,2023-10-26,Buyer_841,"Full Service",2023-05-31,7061,AutoCare
C1842,Mahindra,Nexon,2020,Electric,Manual,Green,Fourth,20.85,8.62,"Bajaj Allianz",POL722807,2024-12-27,Active,Owner_842,"+91 9916721230",Lucknow,2024,39.82,2022-08-19,Buyer_842,"Oil Change",2020-06-13,15191,"Speed Garage"
C1843,Hyundai,Swift,2014,Hybrid,Manual,Yellow,Fourth,17,47.3,"SBI General",POL467365,2023-02-02,Expired,Owner_843,"+91 9950589021",Bangalore,2018,22.53,2022-02-06,Buyer_843,"Engine Repair",2022-02-07,18445,AutoCare
C1844,Tata,City,2019,Hybrid,Automatic,White,Fourth,15.74,14.66,"Reliance General",POL446830,2023-12-14,Active,Owner_844,"+91 9859984944",Pune,2012,3.45,2023-01-13,Buyer_844,"Full Service",2020-02-06,19845,Mechanix
C1845,Maruti,Innova,2005,Hybrid,Manual,Blue,Third,22.56,4.76,"SBI General",POL899536,2024-05-20,Expired,Owner_845,"+91 9793134858",Pune,2009,33.92,2022-11-20,Buyer_845,"Battery Replacement",2022-10-17,5701,"Speed Garage"
C1846,Kia,Swift,2024,Diesel,Manual,Grey,First,12.93,27.31,"Reliance General",POL917544,2023-01-08,Active,Owner_846,"+91 9802313385",Mumbai,2013,49.85,2023-09-28,Buyer_846,"Battery Replacement",2023-08-10,5226,AutoCare
C1847,Toyota,Swift,2024,CNG,Automatic,Red,First,22.31,6.48,"Reliance General",POL658602,2023-05-12,Expired,Owner_847,"+91 9456008252",Ahmedabad,2024,9.63,2022-06-18,Buyer_847,"Tyre Change",2023-02-17,2344,FastFix
C1848,Volkswagen,Innova,2021,Diesel,Manual,Blue,Third,19.3,48.37,"HDFC Ergo",POL912535,2023-02-02,Expired,Owner_848,"+91 9437087233",Hyderabad,2014,46.12,2022-06-14,Buyer_848,"Engine Repair",2021-01-30,19563,Pitstop
C1849,Volkswagen,Ecosport,2011,CNG,Manual,Silver,First,10.66,23.62,"HDFC Ergo",POL646351,2024-07-13,Expired,Owner_849,"+91 9511861716",Kolkata,2018,9.79,2022-08-01,Buyer_849,"Full Service",2023-06-13,9168,Mechanix
C1850,Tata,Seltos,2012,Hybrid,Automatic,Blue,Fourth,14.65,33.36,"Reliance General",POL856632,2024-01-02,Active,Owner_850,"+91 9332797461",Kolkata,2008,4.52,2023-07-05,Buyer_850,"Tyre Change",2020-02-13,9709,AutoCare
C1851,Kia,Swift,2005,Petrol,Manual,White,First,11.79,25.54,"SBI General",POL486937,2024-01-11,Active,Owner_851,"+91 9726199987",Ahmedabad,2009,44.68,2023-06-21,Buyer_851,"Brake Service",2023-06-10,8410,AutoCare
C1852,Volkswagen,Swift,2024,Hybrid,Automatic,Green,Fourth,19.84,42.62,"ICICI Lombard",POL558917,2024-04-09,Active,Owner_852,"+91 9653157176",Kolkata,2021,42.45,2022-11-03,Buyer_852,"Battery Replacement",2022-12-25,5402,FastFix
C1853,Toyota,City,2011,Petrol,Automatic,Yellow,First,13.55,9.88,"HDFC Ergo",POL362826,2024-02-22,Active,Owner_853,"+91 9180978862",Mumbai,2022,4.34,2023-10-20,Buyer_853,"Brake Service",2023-12-22,8956,Mechanix
C1854,Honda,Creta,2021,Hybrid,Manual,Blue,Second,21.95,49.76,"Bajaj Allianz",POL785714,2023-07-28,Active,Owner_854,"+91 9584491529",Pune,2015,9.53,2023-03-06,Buyer_854,"Oil Change",2021-09-18,15281,Mechanix
C1855,Mahindra,Swift,2011,Electric,Automatic,White,First,11.2,31.37,"ICICI Lombard",POL175291,2023-09-17,Active,Owner_855,"+91 9792028174",Delhi,2023,24.34,2023-03-06,Buyer_855,"Engine Repair",2023-01-15,9357,Pitstop
C1856,Toyota,City,2018,Hybrid,Automatic,Blue,First,11.33,3.38,"TATA AIG",POL620354,2024-10-26,Expired,Owner_856,"+91 9172060016",Kolkata,2005,16.94,2022-05-12,Buyer_856,"Full Service",2023-08-22,9538,AutoCare
C1857,Maruti,Ecosport,2014,Petrol,Manual,Yellow,Second,13.23,34.61,"HDFC Ergo",POL789977,2023-03-09,Active,Owner_857,"+91 9962943305",Hyderabad,2008,24.82,2022-05-11,Buyer_857,"Engine Repair",2020-10-10,17101,Mechanix
C1858,Mahindra,XUV500,2017,CNG,Automatic,Black,First,14.58,18.15,"HDFC Ergo",POL780616,2024-10-27,Active,Owner_858,"+91 9616418424",Lucknow,2005,45.5,2022-09-16,Buyer_858,"Full Service",2021-04-12,9943,FastFix
C1859,Ford,Creta,2011,Diesel,Manual,Green,Second,23.22,45.14,"ICICI Lombard",POL369704,2024-04-19,Active,Owner_859,"+91 9993729483",Chennai,2024,43.11,2022-06-02,Buyer_859,"Full Service",2021-10-17,4715,Mechanix
C1860,Tata,Ecosport,2015,Hybrid,Automatic,Grey,Second,22.26,48.07,"ICICI Lombard",POL666879,2023-07-30,Expired,Owner_860,"+91 9557571573",Ahmedabad,2023,33.42,2022-08-21,Buyer_860,"Tyre Change",2022-09-24,17653,Pitstop
C1861,Hyundai,City,2011,Hybrid,Automatic,Blue,First,24.42,23.22,"Reliance General",POL640816,2023-07-19,Active,Owner_861,"+91 9775036313",Jaipur,2018,49.79,2022-10-14,Buyer_861,"Oil Change",2021-09-20,16701,FastFix
C1862,Tata,Polo,2005,Electric,Manual,Yellow,Fourth,16.69,44.11,"HDFC Ergo",POL589607,2023-05-18,Expired,Owner_862,"+91 9911267879",Hyderabad,2020,39.22,2022-06-30,Buyer_862,"Oil Change",2023-02-26,16654,Mechanix
C1863,Renault,Polo,2015,CNG,Automatic,Grey,First,17.7,6.12,"Bajaj Allianz",POL107034,2023-03-06,Active,Owner_863,"+91 9402227932",Bangalore,2010,29.6,2023-08-20,Buyer_863,"Brake Service",2023-11-24,3166,Pitstop
C1864,Volkswagen,XUV500,2012,Hybrid,Manual,Blue,Fourth,10.59,15.12,"ICICI Lombard",POL576328,2024-01-21,Active,Owner_864,"+91 9796213787",Bangalore,2020,12.11,2022-02-09,Buyer_864,"Full Service",2020-11-11,2613,CarZ
C1865,Volkswagen,Seltos,2020,CNG,Automatic,Grey,Second,20.77,14.05,"Reliance General",POL441897,2024-05-03,Expired,Owner_865,"+91 9791618561",Pune,2017,41.46,2022-07-11,Buyer_865,"Full Service",2020-01-23,12065,CarZ
C1866,Mahindra,City,2008,CNG,Manual,Silver,Second,15.78,47.29,"HDFC Ergo",POL436288,2023-03-19,Active,Owner_866,"+91 9253937817",Lucknow,2008,44.63,2023-08-20,Buyer_866,"Oil Change",2023-05-14,4591,Pitstop
C1867,Tata,Polo,2018,Electric,Automatic,Grey,Second,17.33,17.08,"TATA AIG",POL939918,2023-08-09,Expired,Owner_867,"+91 9159139459",Chennai,2017,26.24,2023-11-10,Buyer_867,"Brake Service",2022-12-29,16816,CarZ
C1868,Toyota,Innova,2009,Electric,Automatic,Silver,First,10.47,40.21,"HDFC Ergo",POL141836,2023-07-28,Active,Owner_868,"+91 9928040844",Mumbai,2019,40.55,2023-11-02,Buyer_868,"Full Service",2023-02-16,13390,FastFix
C1869,Kia,Innova,2015,Hybrid,Manual,White,Second,18.27,39.53,"ICICI Lombard",POL938910,2024-02-01,Active,Owner_869,"+91 9181120633",Bangalore,2014,10.26,2023-06-28,Buyer_869,"Battery Replacement",2021-10-20,5596,Mechanix
C1870,Volkswagen,Duster,2019,CNG,Automatic,Silver,Fourth,11.59,13.72,"HDFC Ergo",POL173297,2024-04-12,Expired,Owner_870,"+91 9373029986",Lucknow,2005,36.96,2023-08-15,Buyer_870,"Full Service",2023-07-06,8451,AutoCare
C1871,Hyundai,Polo,2005,CNG,Automatic,Blue,First,22.43,13.58,"Reliance General",POL339556,2023-04-07,Active,Owner_871,"+91 9302090631",Mumbai,2012,37.99,2023-07-18,Buyer_871,"Tyre Change",2021-06-15,9561,Mechanix
C1872,Kia,Ecosport,2017,Petrol,Automatic,White,Fourth,24.75,20.11,"TATA AIG",POL757265,2023-10-18,Expired,Owner_872,"+91 9623266709",Lucknow,2006,20.52,2022-09-18,Buyer_872,"Battery Replacement",2022-06-18,12874,Mechanix
C1873,Kia,Swift,2014,Diesel,Automatic,Black,Second,18.49,27.17,"SBI General",POL134093,2023-11-11,Active,Owner_873,"+91 9110893968",Hyderabad,2005,42.71,2022-11-25,Buyer_873,"Engine Repair",2023-09-14,17051,Mechanix
C1874,Hyundai,Ecosport,2017,Hybrid,Automatic,Yellow,Fourth,21.9,15.45,"Bajaj Allianz",POL546045,2024-10-04,Expired,Owner_874,"+91 9805632528",Mumbai,2012,7.21,2022-03-10,Buyer_874,"Tyre Change",2022-09-23,13112,"Speed Garage"
C1875,Kia,Creta,2019,Hybrid,Automatic,Blue,Second,10.03,46.67,"ICICI Lombard",POL615080,2024-01-18,Active,Owner_875,"+91 9179430998",Bangalore,2015,45.32,2023-03-29,Buyer_875,"Full Service",2020-03-04,18542,CarZ
C1876,Mahindra,Seltos,2010,Diesel,Manual,Silver,Third,16.26,35.03,"Bajaj Allianz",POL783762,2024-02-05,Expired,Owner_876,"+91 9693654373",Bangalore,2020,44.56,2023-07-01,Buyer_876,"Tyre Change",2023-02-03,19353,Pitstop
